filename,partition,semantic_label,numeric_label
00335.jpg,train,PANTS,3
00336.jpg,train,SWEATERS,1
00337.jpg,train,OUTERWEAR,0
00338.jpg,train,JEANS,4
00339.jpg,train,TOPS,2
00340.jpg,train,SWEATERS,1
00341.jpg,train,TOPS,2
00342.jpg,train,JEANS,4
00343.jpg,train,OUTERWEAR,0
00344.jpg,train,SWEATERS,1
00345.jpg,train,PANTS,3
00346.jpg,train,JEANS,4
00347.jpg,train,TOPS,2
00348.jpg,train,SWEATERS,1
00349.jpg,train,JEANS,4
00350.jpg,train,JEANS,4
00351.jpg,train,SWEATERS,1
00352.jpg,train,PANTS,3
00353.jpg,train,TOPS,2
00354.jpg,train,JEANS,4
00355.jpg,train,TOPS,2
00356.jpg,train,SWEATERS,1
00357.jpg,train,JEANS,4
00358.jpg,train,OUTERWEAR,0
00359.jpg,train,SWEATERS,1
00360.jpg,train,PANTS,3
00361.jpg,train,SWEATERS,1
00362.jpg,train,PANTS,3
00363.jpg,train,TOPS,2
00364.jpg,train,JEANS,4
00365.jpg,train,TOPS,2
00366.jpg,train,TOPS,2
00367.jpg,train,TOPS,2
00368.jpg,train,JEANS,4
00369.jpg,train,TOPS,2
00370.jpg,train,OUTERWEAR,0
00371.jpg,train,PANTS,3
00372.jpg,train,JEANS,4
00373.jpg,train,SWEATERS,1
00374.jpg,train,TOPS,2
00375.jpg,train,SWEATERS,1
00376.jpg,train,OUTERWEAR,0
00377.jpg,train,JEANS,4
00378.jpg,train,OUTERWEAR,0
00379.jpg,train,JEANS,4
00380.jpg,train,TOPS,2
00381.jpg,train,PANTS,3
00382.jpg,train,OUTERWEAR,0
00383.jpg,train,SWEATERS,1
00384.jpg,train,TOPS,2
00385.jpg,train,OUTERWEAR,0
00386.jpg,train,PANTS,3
00387.jpg,train,PANTS,3
00388.jpg,train,TOPS,2
00389.jpg,train,JEANS,4
00390.jpg,train,TOPS,2
00391.jpg,train,SWEATERS,1
00392.jpg,train,PANTS,3
00393.jpg,train,PANTS,3
00394.jpg,train,SWEATERS,1
00395.jpg,train,SWEATERS,1
00396.jpg,train,TOPS,2
00397.jpg,train,SWEATERS,1
00398.jpg,train,PANTS,3
00399.jpg,train,PANTS,3
00400.jpg,train,OUTERWEAR,0
00401.jpg,train,SWEATERS,1
00402.jpg,train,SWEATERS,1
00403.jpg,train,PANTS,3
00404.jpg,train,TOPS,2
00405.jpg,train,TOPS,2
00406.jpg,train,OUTERWEAR,0
00407.jpg,train,PANTS,3
00408.jpg,train,SWEATERS,1
00409.jpg,train,OUTERWEAR,0
00410.jpg,train,JEANS,4
00411.jpg,train,TOPS,2
00412.jpg,train,SWEATERS,1
00413.jpg,train,PANTS,3
00414.jpg,train,JEANS,4
00415.jpg,train,JEANS,4
00416.jpg,train,JEANS,4
00417.jpg,train,TOPS,2
00418.jpg,train,PANTS,3
00419.jpg,train,TOPS,2
00420.jpg,train,TOPS,2
00421.jpg,train,OUTERWEAR,0
00422.jpg,train,TOPS,2
00423.jpg,train,JEANS,4
00424.jpg,train,TOPS,2
00425.jpg,train,JEANS,4
00426.jpg,train,TOPS,2
00427.jpg,train,JEANS,4
00428.jpg,train,TOPS,2
00429.jpg,train,PANTS,3
00430.jpg,train,JEANS,4
00431.jpg,train,JEANS,4
00432.jpg,train,SWEATERS,1
00433.jpg,train,PANTS,3
00434.jpg,train,JEANS,4
00435.jpg,train,JEANS,4
00436.jpg,train,PANTS,3
00437.jpg,train,SWEATERS,1
00438.jpg,train,SWEATERS,1
00439.jpg,train,OUTERWEAR,0
00440.jpg,train,SWEATERS,1
00441.jpg,train,OUTERWEAR,0
00442.jpg,train,TOPS,2
00443.jpg,train,PANTS,3
00444.jpg,train,PANTS,3
00445.jpg,train,TOPS,2
00446.jpg,train,TOPS,2
00447.jpg,train,SWEATERS,1
00448.jpg,train,OUTERWEAR,0
00449.jpg,train,OUTERWEAR,0
00450.jpg,train,PANTS,3
00451.jpg,train,TOPS,2
00452.jpg,train,TOPS,2
00453.jpg,train,JEANS,4
00454.jpg,train,OUTERWEAR,0
00455.jpg,train,SWEATERS,1
00456.jpg,train,JEANS,4
00457.jpg,train,TOPS,2
00458.jpg,train,OUTERWEAR,0
00459.jpg,train,SWEATERS,1
00460.jpg,train,PANTS,3
00461.jpg,train,SWEATERS,1
00462.jpg,train,JEANS,4
00463.jpg,train,PANTS,3
00464.jpg,train,TOPS,2
00465.jpg,train,PANTS,3
00466.jpg,train,JEANS,4
00467.jpg,train,SWEATERS,1
00468.jpg,train,TOPS,2
00469.jpg,train,TOPS,2
00470.jpg,train,OUTERWEAR,0
00471.jpg,train,JEANS,4
00472.jpg,train,SWEATERS,1
00473.jpg,train,JEANS,4
00474.jpg,train,TOPS,2
00475.jpg,train,TOPS,2
00476.jpg,train,TOPS,2
00477.jpg,train,PANTS,3
00478.jpg,train,JEANS,4
00479.jpg,train,TOPS,2
00480.jpg,train,OUTERWEAR,0
00481.jpg,train,OUTERWEAR,0
00482.jpg,train,SWEATERS,1
00483.jpg,train,PANTS,3
00484.jpg,train,SWEATERS,1
00485.jpg,train,SWEATERS,1
00486.jpg,train,TOPS,2
00487.jpg,train,JEANS,4
00488.jpg,train,PANTS,3
00489.jpg,train,TOPS,2
00490.jpg,train,PANTS,3
00491.jpg,train,JEANS,4
00492.jpg,train,OUTERWEAR,0
00493.jpg,train,JEANS,4
00494.jpg,train,TOPS,2
00495.jpg,train,OUTERWEAR,0
00496.jpg,train,JEANS,4
00497.jpg,train,JEANS,4
00498.jpg,train,SWEATERS,1
00499.jpg,train,JEANS,4
00500.jpg,train,SWEATERS,1
00501.jpg,train,PANTS,3
00502.jpg,train,JEANS,4
00503.jpg,train,PANTS,3
00504.jpg,train,OUTERWEAR,0
00505.jpg,train,OUTERWEAR,0
00506.jpg,train,JEANS,4
00507.jpg,train,TOPS,2
00508.jpg,train,TOPS,2
00509.jpg,train,OUTERWEAR,0
00510.jpg,train,TOPS,2
00511.jpg,train,TOPS,2
00512.jpg,train,PANTS,3
00513.jpg,train,JEANS,4
00514.jpg,train,OUTERWEAR,0
00515.jpg,train,JEANS,4
00516.jpg,train,PANTS,3
00517.jpg,train,TOPS,2
00518.jpg,train,PANTS,3
00519.jpg,train,TOPS,2
00520.jpg,train,PANTS,3
00521.jpg,train,JEANS,4
00522.jpg,train,TOPS,2
00523.jpg,train,SWEATERS,1
00524.jpg,train,OUTERWEAR,0
00525.jpg,train,PANTS,3
00526.jpg,train,OUTERWEAR,0
00527.jpg,train,JEANS,4
00528.jpg,train,TOPS,2
00529.jpg,train,OUTERWEAR,0
00530.jpg,train,JEANS,4
00531.jpg,train,JEANS,4
00532.jpg,train,JEANS,4
00533.jpg,train,SWEATERS,1
00534.jpg,train,PANTS,3
00535.jpg,train,PANTS,3
00536.jpg,train,JEANS,4
00537.jpg,train,OUTERWEAR,0
00538.jpg,train,OUTERWEAR,0
00539.jpg,train,PANTS,3
00540.jpg,train,OUTERWEAR,0
00541.jpg,train,OUTERWEAR,0
00542.jpg,train,OUTERWEAR,0
00543.jpg,train,JEANS,4
00544.jpg,train,JEANS,4
00545.jpg,train,OUTERWEAR,0
00546.jpg,train,OUTERWEAR,0
00547.jpg,train,OUTERWEAR,0
00548.jpg,train,TOPS,2
00549.jpg,train,OUTERWEAR,0
00550.jpg,train,OUTERWEAR,0
00551.jpg,train,JEANS,4
00552.jpg,train,SWEATERS,1
00553.jpg,train,SWEATERS,1
00554.jpg,train,JEANS,4
00555.jpg,train,SWEATERS,1
00556.jpg,train,PANTS,3
00557.jpg,train,OUTERWEAR,0
00558.jpg,train,PANTS,3
00559.jpg,train,JEANS,4
00560.jpg,train,TOPS,2
00561.jpg,train,SWEATERS,1
00562.jpg,train,SWEATERS,1
00563.jpg,train,JEANS,4
00564.jpg,train,JEANS,4
00565.jpg,train,JEANS,4
00566.jpg,train,SWEATERS,1
00567.jpg,train,OUTERWEAR,0
00568.jpg,train,OUTERWEAR,0
00569.jpg,train,JEANS,4
00570.jpg,train,OUTERWEAR,0
00571.jpg,train,SWEATERS,1
00572.jpg,train,PANTS,3
00573.jpg,train,SWEATERS,1
00574.jpg,train,SWEATERS,1
00575.jpg,train,PANTS,3
00576.jpg,train,SWEATERS,1
00577.jpg,train,SWEATERS,1
00578.jpg,train,PANTS,3
00579.jpg,train,OUTERWEAR,0
00580.jpg,train,OUTERWEAR,0
00581.jpg,train,OUTERWEAR,0
00582.jpg,train,JEANS,4
00583.jpg,train,OUTERWEAR,0
00584.jpg,train,JEANS,4
00585.jpg,train,JEANS,4
00586.jpg,train,TOPS,2
00587.jpg,train,OUTERWEAR,0
00588.jpg,train,OUTERWEAR,0
00589.jpg,train,JEANS,4
00590.jpg,train,TOPS,2
00591.jpg,train,JEANS,4
00592.jpg,train,PANTS,3
00593.jpg,train,OUTERWEAR,0
00594.jpg,train,TOPS,2
00595.jpg,train,OUTERWEAR,0
00596.jpg,train,SWEATERS,1
00597.jpg,train,SWEATERS,1
00598.jpg,train,SWEATERS,1
00599.jpg,train,OUTERWEAR,0
00600.jpg,train,OUTERWEAR,0
00601.jpg,train,SWEATERS,1
00602.jpg,train,PANTS,3
00603.jpg,train,SWEATERS,1
00604.jpg,train,TOPS,2
00605.jpg,train,TOPS,2
00606.jpg,train,TOPS,2
00607.jpg,train,JEANS,4
00608.jpg,train,TOPS,2
00609.jpg,train,PANTS,3
00610.jpg,train,JEANS,4
00611.jpg,train,SWEATERS,1
00612.jpg,train,PANTS,3
00613.jpg,train,OUTERWEAR,0
00614.jpg,train,PANTS,3
00615.jpg,train,SWEATERS,1
00616.jpg,train,SWEATERS,1
00617.jpg,train,OUTERWEAR,0
00618.jpg,train,TOPS,2
00619.jpg,train,SWEATERS,1
00620.jpg,train,TOPS,2
00621.jpg,train,JEANS,4
00622.jpg,train,OUTERWEAR,0
00623.jpg,train,OUTERWEAR,0
00624.jpg,train,OUTERWEAR,0
00625.jpg,train,OUTERWEAR,0
00626.jpg,train,SWEATERS,1
00627.jpg,train,PANTS,3
00628.jpg,train,TOPS,2
00629.jpg,train,PANTS,3
00630.jpg,train,JEANS,4
00631.jpg,train,JEANS,4
00632.jpg,train,SWEATERS,1
00633.jpg,train,PANTS,3
00634.jpg,train,TOPS,2
00635.jpg,train,SWEATERS,1
00636.jpg,train,JEANS,4
00637.jpg,train,OUTERWEAR,0
00638.jpg,train,PANTS,3
00639.jpg,train,JEANS,4
00640.jpg,train,TOPS,2
00641.jpg,train,OUTERWEAR,0
00642.jpg,train,JEANS,4
00643.jpg,train,OUTERWEAR,0
00644.jpg,train,OUTERWEAR,0
00645.jpg,train,PANTS,3
00646.jpg,train,TOPS,2
00647.jpg,train,SWEATERS,1
00648.jpg,train,PANTS,3
00649.jpg,train,JEANS,4
00650.jpg,train,PANTS,3
00651.jpg,train,JEANS,4
00652.jpg,train,JEANS,4
00653.jpg,train,SWEATERS,1
00654.jpg,train,OUTERWEAR,0
00655.jpg,train,PANTS,3
00656.jpg,train,JEANS,4
00657.jpg,train,JEANS,4
00658.jpg,train,JEANS,4
00659.jpg,train,SWEATERS,1
00660.jpg,train,JEANS,4
00661.jpg,train,PANTS,3
00662.jpg,train,JEANS,4
00663.jpg,train,TOPS,2
00664.jpg,train,OUTERWEAR,0
00665.jpg,train,PANTS,3
00666.jpg,train,OUTERWEAR,0
00667.jpg,train,PANTS,3
00668.jpg,train,TOPS,2
00669.jpg,train,SWEATERS,1
00670.jpg,train,SWEATERS,1
00671.jpg,train,SWEATERS,1
00672.jpg,train,OUTERWEAR,0
00673.jpg,train,OUTERWEAR,0
00674.jpg,train,OUTERWEAR,0
00675.jpg,train,PANTS,3
00676.jpg,train,TOPS,2
00677.jpg,train,JEANS,4
00678.jpg,train,TOPS,2
00679.jpg,train,SWEATERS,1
00680.jpg,train,SWEATERS,1
00681.jpg,train,JEANS,4
00682.jpg,train,JEANS,4
00683.jpg,train,SWEATERS,1
00684.jpg,train,SWEATERS,1
00685.jpg,train,TOPS,2
00686.jpg,train,OUTERWEAR,0
00687.jpg,train,TOPS,2
00688.jpg,train,TOPS,2
00689.jpg,train,OUTERWEAR,0
00690.jpg,train,OUTERWEAR,0
00691.jpg,train,TOPS,2
00692.jpg,train,SWEATERS,1
00693.jpg,train,OUTERWEAR,0
00694.jpg,train,TOPS,2
00695.jpg,train,TOPS,2
00696.jpg,train,SWEATERS,1
00697.jpg,train,OUTERWEAR,0
00698.jpg,train,PANTS,3
00699.jpg,train,JEANS,4
00700.jpg,train,SWEATERS,1
00701.jpg,train,SWEATERS,1
00702.jpg,train,OUTERWEAR,0
00703.jpg,train,TOPS,2
00704.jpg,train,OUTERWEAR,0
00705.jpg,train,OUTERWEAR,0
00706.jpg,train,TOPS,2
00707.jpg,train,SWEATERS,1
00708.jpg,train,TOPS,2
00709.jpg,train,SWEATERS,1
00710.jpg,train,JEANS,4
00711.jpg,train,JEANS,4
00712.jpg,train,PANTS,3
00713.jpg,train,TOPS,2
00714.jpg,train,OUTERWEAR,0
00715.jpg,train,SWEATERS,1
00716.jpg,train,SWEATERS,1
00717.jpg,train,OUTERWEAR,0
00718.jpg,train,TOPS,2
00719.jpg,train,PANTS,3
00720.jpg,train,OUTERWEAR,0
00721.jpg,train,PANTS,3
00722.jpg,train,PANTS,3
00723.jpg,train,TOPS,2
00724.jpg,train,PANTS,3
00725.jpg,train,OUTERWEAR,0
00726.jpg,train,TOPS,2
00727.jpg,train,SWEATERS,1
00728.jpg,train,OUTERWEAR,0
00729.jpg,train,JEANS,4
00730.jpg,train,PANTS,3
00731.jpg,train,TOPS,2
00732.jpg,train,TOPS,2
00733.jpg,train,JEANS,4
00734.jpg,train,SWEATERS,1
00735.jpg,train,TOPS,2
00736.jpg,train,JEANS,4
00737.jpg,train,PANTS,3
00738.jpg,train,OUTERWEAR,0
00739.jpg,train,OUTERWEAR,0
00740.jpg,train,SWEATERS,1
00741.jpg,train,SWEATERS,1
00742.jpg,train,OUTERWEAR,0
00743.jpg,train,OUTERWEAR,0
00744.jpg,train,SWEATERS,1
00745.jpg,train,SWEATERS,1
00746.jpg,train,TOPS,2
00747.jpg,train,SWEATERS,1
00748.jpg,train,TOPS,2
00749.jpg,train,JEANS,4
00750.jpg,train,JEANS,4
00751.jpg,train,TOPS,2
00752.jpg,train,OUTERWEAR,0
00753.jpg,train,TOPS,2
00754.jpg,train,PANTS,3
00755.jpg,train,SWEATERS,1
00756.jpg,train,JEANS,4
00757.jpg,train,JEANS,4
00758.jpg,train,JEANS,4
00759.jpg,train,JEANS,4
00760.jpg,train,PANTS,3
00761.jpg,train,PANTS,3
00762.jpg,train,TOPS,2
00763.jpg,train,JEANS,4
00764.jpg,train,JEANS,4
00765.jpg,train,SWEATERS,1
00766.jpg,train,SWEATERS,1
00767.jpg,train,TOPS,2
00768.jpg,train,PANTS,3
00769.jpg,train,OUTERWEAR,0
00770.jpg,train,SWEATERS,1
00771.jpg,train,JEANS,4
00772.jpg,train,JEANS,4
00773.jpg,train,JEANS,4
00774.jpg,train,TOPS,2
00775.jpg,train,SWEATERS,1
00776.jpg,train,JEANS,4
00777.jpg,train,TOPS,2
00778.jpg,train,JEANS,4
00779.jpg,train,PANTS,3
00780.jpg,train,TOPS,2
00781.jpg,train,PANTS,3
00782.jpg,train,JEANS,4
00783.jpg,train,SWEATERS,1
00784.jpg,train,JEANS,4
00785.jpg,train,TOPS,2
00786.jpg,train,TOPS,2
00787.jpg,train,JEANS,4
00788.jpg,train,OUTERWEAR,0
00789.jpg,train,SWEATERS,1
00790.jpg,train,PANTS,3
00791.jpg,train,TOPS,2
00792.jpg,train,OUTERWEAR,0
00793.jpg,train,SWEATERS,1
00794.jpg,train,OUTERWEAR,0
00795.jpg,train,PANTS,3
00796.jpg,train,OUTERWEAR,0
00797.jpg,train,PANTS,3
00798.jpg,train,SWEATERS,1
00799.jpg,train,PANTS,3
00800.jpg,train,TOPS,2
00801.jpg,train,PANTS,3
00802.jpg,train,TOPS,2
00803.jpg,train,OUTERWEAR,0
00804.jpg,train,TOPS,2
00805.jpg,train,OUTERWEAR,0
00806.jpg,train,PANTS,3
00807.jpg,train,TOPS,2
00808.jpg,train,TOPS,2
00809.jpg,train,SWEATERS,1
00810.jpg,train,TOPS,2
00811.jpg,train,OUTERWEAR,0
